id,doorbot_id,device_id,kind,created_at,answered,favorite,recording_status,snapshot_url,duration_seconds,cv_properties
7081,987007,cam_garage,motion,2026-04-07T07:18:00.000Z,false,false,ready,,8,person
7082,987007,cam_garage,motion,2026-04-07T08:16:00.000Z,false,false,ready,,10,vehicle
7083,987007,cam_garage,motion,2026-04-07T15:39:00.000Z,false,false,ready,,7,vehicle
7084,987007,cam_garage,motion,2026-04-07T17:22:00.000Z,false,false,ready,,12,person
7085,987007,cam_garage,motion,2026-04-07T18:41:00.000Z,false,false,ready,,15,person
7086,987007,cam_garage,motion,2026-04-07T20:01:00.000Z,false,false,ready,,9,person
7087,987007,cam_garage,motion,2026-04-08T07:17:00.000Z,false,false,ready,,11,vehicle
7088,987007,cam_garage,motion,2026-04-08T07:55:00.000Z,false,false,ready,,14,person
7089,987007,cam_garage,motion,2026-04-08T15:35:00.000Z,false,false,ready,,8,person
7090,987007,cam_garage,motion,2026-04-08T17:20:00.000Z,false,false,ready,,13,person
7091,987007,cam_garage,motion,2026-04-08T18:34:00.000Z,false,false,ready,,10,person
7092,987007,cam_garage,motion,2026-04-08T20:21:00.000Z,false,false,ready,,16,vehicle
7093,987007,cam_garage,motion,2026-04-09T07:20:00.000Z,false,false,ready,,9,person
7094,987007,cam_garage,motion,2026-04-09T08:03:00.000Z,false,false,ready,,7,person
7095,987007,cam_garage,motion,2026-04-09T15:55:00.000Z,false,false,ready,,12,vehicle
7096,987007,cam_garage,motion,2026-04-09T17:16:00.000Z,false,false,ready,,18,person
7097,987007,cam_garage,motion,2026-04-09T18:46:00.000Z,false,false,ready,,11,person
7098,987007,cam_garage,motion,2026-04-09T20:13:00.000Z,false,false,ready,,6,person
7099,987007,cam_garage,motion,2026-04-10T07:03:00.000Z,false,false,ready,,14,vehicle
7100,987007,cam_garage,motion,2026-04-10T08:07:00.000Z,false,false,ready,,9,person
7101,987007,cam_garage,motion,2026-04-10T15:43:00.000Z,false,false,ready,,7,vehicle
7102,987007,cam_garage,motion,2026-04-10T17:31:00.000Z,false,false,ready,,15,person
7103,987007,cam_garage,motion,2026-04-10T18:37:00.000Z,false,false,ready,,5,person
7104,987007,cam_garage,motion,2026-04-10T20:15:00.000Z,false,false,ready,,11,vehicle
7105,987007,cam_garage,motion,2026-04-11T07:09:00.000Z,false,false,ready,,8,person
7106,987007,cam_garage,motion,2026-04-11T08:11:00.000Z,false,false,ready,,10,vehicle
7107,987007,cam_garage,motion,2026-04-11T15:54:00.000Z,false,false,ready,,13,person
7108,987007,cam_garage,motion,2026-04-11T17:14:00.000Z,false,false,ready,,16,vehicle
7109,987007,cam_garage,motion,2026-04-11T18:44:00.000Z,false,false,ready,,7,person
7110,987007,cam_garage,motion,2026-04-11T20:08:00.000Z,false,false,ready,,12,person
7111,987007,cam_garage,motion,2026-04-12T07:18:00.000Z,false,false,ready,,9,person
7112,987007,cam_garage,motion,2026-04-12T07:55:00.000Z,false,false,ready,,6,vehicle
7113,987007,cam_garage,motion,2026-04-12T15:50:00.000Z,false,false,ready,,8,vehicle
7114,987007,cam_garage,motion,2026-04-12T17:14:00.000Z,false,false,ready,,14,vehicle
7115,987007,cam_garage,motion,2026-04-12T18:42:00.000Z,false,false,ready,,11,person
7116,987007,cam_garage,motion,2026-04-12T20:21:00.000Z,false,false,ready,,5,person
7117,987007,cam_garage,motion,2026-04-13T07:15:00.000Z,false,false,ready,,10,person
7118,987007,cam_garage,motion,2026-04-13T08:00:00.000Z,false,false,ready,,13,person
7119,987007,cam_garage,motion,2026-04-13T15:53:00.000Z,false,false,ready,,7,person
7120,987007,cam_garage,motion,2026-04-13T17:21:00.000Z,false,false,ready,,9,vehicle
7121,987007,cam_garage,motion,2026-04-13T18:33:00.000Z,false,false,ready,,12,vehicle
7122,987007,cam_garage,motion,2026-04-13T20:11:00.000Z,false,false,ready,,8,person
