id,user_id,caption,media_type,media_url,permalink,thumbnail_url,timestamp,like_count,comments_count,is_comment_enabled
17900001001,17841400123456789,"Sunday morning pour-over ritual \u2615\n\nOur new Ethiopian Yirgacheffe is giving us bright citrus notes with a silky body. Limited batch \u2014 grab yours before it\u2019s gone!\n\n#specialtycoffee #pourovercoffee #ethiopiancoffee #yirgacheffe #coffeeroasters #portland #pdxcoffee",IMAGE,https://instagram.mock/media/17900001001.jpg,https://instagram.mock/p/BA1cD2eF3g/,,2026-05-04T07:15:00,487,24,true
17900001002,17841400123456789,"The rosetta that made us stop everything \ud83c\udf39\n\nOur barista @maria_pours has been perfecting her technique for months and THIS is the result. Creamy oat milk + our house espresso blend = pure art.\n\nWho wants to learn? Free latte art workshop this Saturday! Link in bio \u2b06\ufe0f\n\n#latteart #rosetta #oatmilklatte #baristalife #coffeeart #portland #lattearttutorial",IMAGE,https://instagram.mock/media/17900001002.jpg,https://instagram.mock/p/CB2dE3fG4h/,,2026-05-02T12:30:00,5234,187,true
17900001003,17841400123456789,"NEW ARRIVAL \ud83d\udce6\u2728\n\nJust landed: Guatemala Huehuetenango from Finca El Injerto. Notes of dark chocolate, toasted almond, and red grape. Washed process, roasted medium.\n\nAvailable in:\n\u2022 12oz whole bean ($22)\n\u2022 5lb wholesale ($85)\n\nShop link in bio or visit us in-store!\n\n#guatemalancoffee #singleorigin #newbeans #coffeeroasters #specialtycoffee #fincaelinjerto",IMAGE,https://instagram.mock/media/17900001003.jpg,https://instagram.mock/p/DC3eF4gH5i/,,2026-04-30T17:00:00,612,31,true
17900001004,17841400123456789,"Behind the scenes at our roastery \ud83d\udd25\n\nWatch the full process from green bean to your morning cup. This batch of Colombian Supremo is hitting 2nd crack at exactly the right moment.\n\nFull video on our YouTube (link in bio)\n\n#coffeeroasting #roastery #behindthescenes #colombiancoffee #smallbatchcoffee #artisanroasting",VIDEO,https://instagram.mock/media/17900001004.mp4,https://instagram.mock/p/ED4fG5hI6j/,https://instagram.mock/media/17900001004_thumb.jpg,2026-04-28T09:00:00,1823,56,true
17900001005,17841400123456789,"Our cafe through the seasons \ud83c\udf42\u2744\ufe0f\ud83c\udf38\u2600\ufe0f\n\nSwipe to see how our corner spot transforms throughout the year. Which vibe is your favorite?\n\n1. Autumn leaves + pumpkin spice\n2. Cozy winter with fairy lights\n3. Spring blooms on the patio\n4. Summer golden hour\n\n#cafedecor #portlandcafe #coffeeshopvibes #interiordesign #cozyvibes",CAROUSEL_ALBUM,https://instagram.mock/media/17900001005_1.jpg,https://instagram.mock/p/FE5gH6iJ7k/,,2026-04-25T18:30:00,3891,142,true
17900001006,17841400123456789,"Morning light hits different here \u2728\n\nOpen daily 6am-6pm. Come find your corner.\n\n#morningcoffee #cafelife #portlandmornings #goldenhour #coffeeshop",IMAGE,https://instagram.mock/media/17900001006.jpg,https://instagram.mock/p/GF6hI7jK8l/,,2026-04-23T06:45:00,892,18,true
17900001007,17841400123456789,"COLLAB ALERT \ud83c\udfa8\u2615\n\nWe\u2019ve teamed up with local potter @clay_and_kiln to create these limited edition ceramic pour-over drippers. Handmade right here in Portland.\n\nOnly 50 made. Each one unique. Available Saturday at 10am in-store and online.\n\n#portlandmakers #collaboration #ceramics #pourover #localartists #handmade #limitededition",CAROUSEL_ALBUM,https://instagram.mock/media/17900001007_1.jpg,https://instagram.mock/p/HG7iJ8kL9m/,,2026-04-21T12:00:00,2456,98,true
17900001008,17841400123456789,"The perfect V60 in 3 minutes \u23f1\ufe0f\n\nRecipe:\n\u2022 18g medium-fine grind\n\u2022 300ml water at 96\u00b0C\n\u2022 30s bloom with 50ml\n\u2022 Slow spiral pour to 300ml\n\u2022 Total brew time: 2:45-3:00\n\nSave this for later! \ud83d\udd16\n\n#v60 #brewguide #cofferecipe #pourovercoffee #hario #homebrewing #coffeetutorial",VIDEO,https://instagram.mock/media/17900001008.mp4,https://instagram.mock/p/IH8jK9lM0n/,https://instagram.mock/media/17900001008_thumb.jpg,2026-04-19T08:00:00,4102,163,true
17900001009,17841400123456789,"Happy Monday! Starting the week with our signature Honey Lavender Latte \ud83d\udc9c\ud83c\udf3b\n\nHouse-made lavender syrup + local wildflower honey + oat milk = dreamy.\n\nAvailable hot or iced. Which do you prefer? \u2b07\ufe0f\n\n#lavenderlaatte #honeylatte #specialtydrinks #mondaymotivation #portlandcoffee",IMAGE,https://instagram.mock/media/17900001009.jpg,https://instagram.mock/p/JI9kL0mN1o/,,2026-04-17T07:30:00,1245,67,true
17900001010,17841400123456789,"Customer spotlight \ud83d\udca1\n\nShoutout to @pdx_bookworm who\u2019s been coming in every morning for 2 years straight. Your usual cortado is always ready!\n\nTag us in your Brewed Awakening moments \u2014 we love seeing your posts \u2764\ufe0f\n\n#regulars #customerlove #community #cortado #coffeecommunity",IMAGE,https://instagram.mock/media/17900001010.jpg,https://instagram.mock/p/KJ0lM1nO2p/,,2026-04-15T16:00:00,678,42,true
